Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,CLTV,Gender_Male,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Avg_Monthly_Spend,Tenure_Bucket,Num_Services_Subscribed,Charges_Per_Tenure
0,0,0,-1.2774445836787656,1,1,0.20235062410130134,-0.9745220239270497,1,-1.2902201040615218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20324027503161818,0,0,3.400020658448083
0,0,0,-1.2367242199587352,1,1,0.16745288709781284,-0.9463524945735426,1,-1.7585316586684392,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08760859086105097,0,0,2.006006716110117
0,1,0,0.9214550572028734,0,1,-0.3393951979528547,0.3081952527973692,1,1.3869327721841591,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,-0.34845801237855,3,4,-0.5499471251446733
0,0,0,-1.0331224013585834,1,1,0.19902703010096928,-0.8068945739996415,1,-1.8193952542130203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,-0.009852400082712437,0,3,0.35234692810365015
0,1,0,-0.7888002190384014,1,0,0.9750862291785486,-0.4694778778436163,1,-1.2065326601877224,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.951796595305037,1,3,0.10901212386366084
0,1,1,-1.1960038562387048,0,0,-1.1653083070354178,-0.9653233600739467,1,-1.510850637910629,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1276253470648623,0,1,0.18968011954776334
1,0,0,1.369379058123207,1,0,1.5334500212343665,2.273113676574693,1,-0.009548614477623283,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1.5827863355938465,3,5,-0.4718536724700358
0,1,0,0.22920887396235737,1,1,1.3373579752147637,0.7705990697967546,1,-1.740779776634603,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1.363121702489917,2,4,-0.35294680807817674
0,0,1,-1.2774445836787656,0,1,-1.3115464430500368,-0.9946179058699195,1,0.8628295883280422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.301623500388192,0,0,0.7887525951104125
0,0,0,-0.4223169455581282,1,1,-0.3194536339508612,-0.4794265526583631,1,1.2390004219021906,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.3458600537601726,1,2,-0.38671060220743775
0,0,0,-1.2774445836787656,1,1,-1.4843733310673135,-0.9969120570467127,1,-0.009548614477623283,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.4734191454416061,0,0,0.49064954506966846
0,1,0,-1.2774445836787656,1,1,0.17077648109814536,-0.974941147699733,1,-1.944503756165771,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17185453218532173,0,0,3.345559524306025
0,0,0,0.43281069256250915,1,1,1.217708591202803,0.9918964217735619,1,-0.8709375569766282,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1.3414632551943213,2,3,-0.39740569491184874
0,0,0,-1.2774445836787656,1,1,0.53304822713436,-0.9701322538868398,1,0.02003785557877041,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5319646343165164,0,1,3.9704293791991225
0,0,0,-1.2367242199587352,1,0,-0.09012564792793624,-0.9535878944388129,1,0.7977393542039761,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.18329992633856348,0,1,1.7098145830568139
1,0,0,-1.2774445836787656,1,1,0.3884718881199074,-0.9720513995828111,1,-0.538723764629122,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.388250969704526,0,0,3.7210547123381157
1,0,0,-0.8295205827584317,1,1,0.8820255971692458,-0.5229051292877777,1,0.255884288314023,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8758312379570841,0,2,0.14359762142755958
1,1,0,-1.0738427650786138,1,1,1.0299255301840309,-0.752651134156044,1,1.1409424068581429,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0217474108389906,0,3,0.9066834720496079
0,1,0,0.06632741908223598,1,0,-0.07018408392594272,-0.002132812155753394,1,-0.4076979686650927,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.07303316848660985,2,3,-0.4564009139059261
0,0,0,-1.2774445836787656,1,1,0.3236618051134285,-0.9729117062741083,1,-2.0155112843011156,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3238276028094956,0,0,3.6092660685728366
0,1,0,-0.9109613101984924,1,1,1.2409737492051283,-0.5342214711502281,1,-0.6798934931839147,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.3937510576277292,0,4,0.4025736439212667
0,0,0,-0.6666391278783103,1,1,-0.4856333339674735,-0.6694881539972957,1,-0.12366785612371324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5635423306244554,1,1,-0.3234010915800557
0,1,0,-1.0331224013585834,1,1,0.722493085153298,-0.7487907836181711,1,-0.43390312785789853,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6117268980913158,0,1,0.5780739972450789
1,0,0,-0.21871512695797646,1,1,0.5546515881365197,-0.06956762126591085,1,-1.5463544019783015,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4590983190534767,2,1,-0.3281101370133916
0,1,0,-1.2774445836787656,1,1,0.14584952609565352,-0.9752720348886934,1,-0.18706743481598545,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14707631414877162,0,0,3.30256389208861
0,0,0,-0.9516816739185228,1,1,0.4915033021302069,-0.6866281103854515,1,-0.9757581937478517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5180154152737181,0,1,0.2504472797483766
0,0,0,0.6364125111626608,1,1,1.0216165451832002,1.035948536197175,1,-1.6410311061587612,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1.0477989539690857,2,4,-0.43817310574409407
1,0,0,-1.1960038562387048,1,0,0.8737166121684152,-0.8782338519395333,1,-1.8650429508714563,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0462503153418015,0,2,1.948201477240037
1,1,0,-1.2367242199587352,1,0,0.47987072312904416,-0.9295213662284165,1,-0.14818235988472517,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7178012695906423,0,1,2.365259109748963
0,0,0,-1.2367242199587352,0,1,-0.6484894399837535,-0.9680586941693538,1,0.1400743912361391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.7251169607377926,0,2,1.0677464752767498
1,0,0,-0.748079855318371,1,1,0.3170146171127639,-0.522133059180203,1,0.7960486987721822,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44948856570914264,1,0,-0.09370886968968754
0,1,0,-1.1960038562387048,1,1,0.31036742911209936,-0.9051901282668517,1,1.0623269292797255,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3733840388825958,0,0,1.4623508331832473
1,1,0,1.002895784642934,1,0,1.1911198392001445,1.5293233940832662,1,0.7157425657619707,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.1930358993828845,3,3,-0.4627662442847802
0,0,0,-1.1960038562387048,1,0,0.3402797751150897,-0.9135284854286573,1,-1.0230965458380816,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16524700737557496,0,0,1.4881482125136964
1,0,0,1.2879383306831464,1,1,0.18074726309914202,0.9711608245987016,1,1.4199005531041407,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.17567450746595636,3,4,-0.5378059775708985
1,0,0,-1.2367242199587352,1,0,0.19902703010096928,-0.9374626587634695,1,0.005667284408522045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42046265315204095,0,0,2.0423141388714896
0,0,0,-0.8295205827584317,1,0,-0.4823097399671412,-0.7438274757837631,1,-0.6562243171387997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5028012822431903,0,1,-0.21844765088523752
1,0,0,0.3106496014024181,1,1,0.47987072312904416,0.42093954764918945,1,-1.0087259746678332,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5334926244287704,2,2,-0.4401534587395403
0,0,0,-0.8295205827584317,1,1,1.0382345151848615,-0.5371994558508729,1,0.708979944034795,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.7866296530255036,0,3,0.18504982069358025
0,0,0,0.880734693482843,1,1,1.1745018691984834,1.3946523081763276,1,1.1519316671648034,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1.1913099572298511,3,3,-0.4529612633285329
0,1,1,-1.1552834925186746,1,0,-0.27458511494637583,-0.902057729544692,1,1.1477050285853185,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.19568903535683854,0,2,0.6339683191277184
1,0,0,-1.2774445836787656,1,1,0.6726391751483144,-0.9682792856286608,1,-1.4795735124224414,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.6707226553211972,0,2,4.211204919616646
0,1,0,0.758573602322752,0,0,-0.18152448293707302,0.32423225188898985,1,1.0420390640981982,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,-0.1845955194385138,3,5,-0.5308825783317865
0,0,1,-1.1552834925186746,1,1,-0.5105602889699654,-0.9244257035184242,1,0.04624301477157625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6144409201745353,0,1,0.47115819179777346
0,0,0,0.10704778280226633,1,0,-0.3244390249513595,-0.11875951669137748,1,-1.8430644302581354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.23965267364454604,2,1,-0.4864660078416593
0,0,0,-1.2774445836787656,1,1,0.14751132309581955,-0.9752499757427628,1,-1.490562772729102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1487281953512082,0,0,3.3054302675697707
0,0,0,0.22920887396235737,1,1,-0.08181666292710564,0.03311770304150922,1,-0.49223074025478897,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,-0.09018599119068547,2,3,-0.47847935479158676
1,1,0,0.18848851024232702,1,1,0.9219087251732329,0.5266249158031852,1,-0.23102447604262752,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.9639538914726589,2,2,-0.38253894361243
0,0,0,-1.1960038562387048,1,0,0.16246749609731476,-0.9086754733239027,1,-1.673153559362846,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.28638496222093074,0,0,1.334797124271583
0,0,0,1.1657772395230555,1,1,1.5567151792366918,2.0278159738252812,1,0.08005612340745476,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1.5865960020033412,3,5,-0.45525436371346173
0,0,0,-0.8702409464784621,1,0,-0.5388108379727895,-0.7847471914852161,1,0.03694440989670966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6327617844197422,0,1,-0.19775829965583183
0,0,0,-1.2774445836787656,1,1,-1.481049737066981,-0.9968679387548512,1,-0.17185153592984012,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.4701153830367326,0,0,0.49638229603199036
0,0,0,-0.5444780367182193,0,1,-0.8346107040023594,-0.6822383403452418,1,-1.240345768823601,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.8623100416559542,1,2,-0.4343298227009864
0,0,0,0.9621754209229036,1,0,-1.3248408190513656,-0.41724182027971274,1,0.7833687830337277,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-1.3504719873745337,3,0,-0.611547258370451
0,1,1,-1.2367242199587352,1,0,-0.2679379269457112,-0.9556835133022296,1,0.9803301408377201,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2617642834543055,0,1,1.5053464654006627
0,1,0,-0.748079855318371,1,0,1.3689321182179202,-0.4106681947923634,1,1.2567523039360269,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1.0456996882743226,1,5,0.1482132209203009
1,1,0,-1.1552834925186746,1,0,0.3386179781149237,-0.8695866667346979,1,-0.5784541672762792,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41220324713985756,0,0,1.057045340147082
0,0,0,-0.7073594915983407,0,1,-1.1653083070354178,-0.8124314196282477,1,0.9448263767700475,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.1722261395306524,1,1,-0.4488050188808494
0,1,0,-1.2774445836787656,0,1,-0.47898614596680894,-0.9835662737586377,1,0.1062612826002606,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.4740310179674181,0,3,2.2248067111720737
0,1,0,1.2879383306831464,0,0,-0.562075995975115,0.3828434026268663,1,1.6456030532486297,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,-0.5126953623619516,3,4,-0.5772296649579436
0,0,0,-1.2774445836787656,1,1,0.18407085709947407,-0.9747646745322872,1,0.09442669457770313,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18506958180481486,0,0,3.3684905281553124
1,0,0,0.9214550572028734,1,1,1.1312951471941644,1.4726755073332225,1,0.9659595696674717,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.2370175657201699,3,3,-0.459349185829406
0,0,0,-0.5851984004382496,1,1,1.1661928841976528,-0.22181984647961944,1,-1.126226527177511,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1.1239805030342382,1,3,-0.05909109984352558
1,1,0,-0.015113308357824713,1,1,0.5164302571326987,0.08969941235376108,1,0.8154912362378123,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.42608937349784115,2,1,-0.3826395181907164
1,0,0,1.369379058123207,1,1,0.5214156481331973,1.2991141471504555,1,0.5162452248102876,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4776778111637113,3,1,-0.5239618118141268
0,0,0,-1.0331224013585834,1,1,0.7324638671542947,-0.7320920101486293,1,-0.5243531934588735,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7903660509833966,0,1,0.5823735604668203
1,1,0,-1.0738427650786138,1,1,0.6460504231456565,-0.7767397215123711,1,1.211949934993488,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7211050319955155,0,2,0.7175026902929819
0,0,0,-0.7888002190384014,1,1,1.1379423351948288,-0.43149202855094654,1,-0.7669622479213019,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1.1706073207354954,1,3,0.1491413805999149
0,0,0,-0.8702409464784621,1,1,1.1961052302006432,-0.5073534314066324,1,-1.8354564808150626,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.255638772002183,0,3,0.3009910340661823
0,1,0,-0.9516816739185228,1,0,0.896981770170741,-0.6238036627748108,1,-0.18960341796367633,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.040744044667012,0,3,0.39032640322903345
0,0,0,-1.2774445836787656,1,1,0.4915033021302069,-0.9706837325351073,1,0.9896287457125866,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4906676042555996,0,1,3.8987699921700973
0,0,0,0.880734693482843,1,0,1.5400972092350305,1.6478692443148617,1,0.9524343262131203,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1.5424570743181958,3,5,-0.4300302594792449
0,1,0,-0.30015585439803716,1,1,0.8089065291619363,0.03911779073466025,1,0.33196378274474964,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.9923769630596666,2,2,-0.26871946701636895
0,0,0,0.18848851024232702,1,1,1.2343265612044643,0.5583680267974659,1,0.031027115885430927,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1.0281986766160742,2,4,-0.35417691253567907
0,1,1,-0.748079855318371,1,1,0.893658176170409,-0.4318008565939764,1,-0.0814014703288651,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.9326638174218699,1,2,0.03890876923869479
1,0,0,-1.1552834925186746,1,1,0.8005975441611056,-0.8414612556730522,1,-1.3916594299691574,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.9387403804165475,0,2,1.3757862936521852
1,0,0,-1.1960038562387048,0,0,-1.3115464430500368,-0.9714778617886126,1,-0.7255411898423507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.281250298891473,0,0,0.06355959837667938
0,0,0,-1.2774445836787656,1,1,1.0199547481830342,-0.9636689241291441,1,1.320151882628299,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.0159658266304623,0,2,4.810277395179296
0,0,0,-0.7888002190384014,1,1,0.8753784091685812,-0.5047283930408788,1,0.800275337351667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.7487422751901293,1,2,0.08444319116799522
0,1,0,0.5142514200025698,1,1,-0.35268957395418365,0.017676300890017475,1,-1.3857421359578785,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.4343491606377726,2,2,-0.5266645007006466
0,0,0,-1.2774445836787656,1,0,0.16412929309748078,-0.9750293842834559,1,0.1857220878945751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16524700737557496,0,0,3.3340940223813806
0,0,0,-1.0738427650786138,1,1,0.8222009051632655,-0.7528496664694204,1,-1.2699322388799947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.0192695890353354,0,2,0.8043129191510008
0,1,0,-1.1960038562387048,0,1,-0.9841724340173105,-0.9617718375791036,1,-1.194698072165165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.0389743892007608,0,1,0.3458975832710378
0,0,1,-0.8295205827584317,1,1,0.29873485011093664,-0.6213330384305721,1,-2.0205832505964976,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2616067441843806,0,0,-0.01118665455513439
1,0,0,-0.9924020376385531,1,0,1.2160467942026365,-0.6614365657325892,1,0.9684955528151625,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0857578074334115,0,3,0.6295095128236902
0,1,1,-1.0738427650786138,1,0,-0.29452667894836937,-0.8445936543952121,1,0.43424843636828214,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.12575939778701906,0,2,0.2539688267680887
1,1,0,-1.1960038562387048,1,1,1.3672703212177542,-0.8581379699966633,1,-1.424627210889139,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1.5478715738150712,0,4,2.373858236192446
0,0,0,-1.2774445836787656,1,0,-0.6916961619880726,-0.9863898444377677,1,-0.9825208154750273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6854718118793123,0,0,1.8579106495834656
0,0,0,-1.2774445836787656,1,1,-0.6534748309842519,-0.9858824840813615,1,0.40888860489137324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6474785442232689,0,0,1.9238372856501686
0,0,0,0.35136996512244845,1,0,0.18240906009930805,0.2595548360201702,1,-0.8396604314884406,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17358699295860883,2,0,-0.4698592292603297
0,0,1,-0.9516816739185228,1,0,-0.31280644595019663,-0.8073578160641862,1,-1.4474510592183567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.48651189816360635,0,1,-0.027017866828008236
1,1,0,0.43281069256250915,1,1,1.2708860952081187,0.9417339239271445,1,-1.6021460312275009,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1.2541056306747635,2,4,-0.3932364214847055
0,1,0,0.025607055362205634,1,1,1.2958130502106107,0.4770580148968967,1,-0.4871587739594072,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1.2274066205423568,2,5,-0.31176697933299047
0,0,0,-1.2774445836787656,1,1,0.15249671409631763,-0.9751837983049707,1,-1.3164252632543276,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15368383895851795,0,0,3.3140293940132532
0,0,0,0.9621754209229036,1,1,0.3020584441112687,0.7999156747386581,1,0.7402570695229826,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27713246096204475,3,1,-0.5130847462281135
0,1,0,-1.1960038562387048,1,1,0.34526516611558833,-0.9101534361012598,1,-1.8007980444632872,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24949294869984526,0,0,1.4924477757354382
0,0,0,-1.2774445836787656,1,1,0.16080569909714826,-0.9750735025753172,1,-1.9681729322108859,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1619432449707013,0,0,3.3283612714190585
0,1,1,-1.1145631287986442,1,1,0.5114448661322006,-0.835924410044446,1,0.6117672567066443,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4064216629313293,0,1,0.8699665670766409
0,1,1,-1.2774445836787656,0,0,-1.1387195550327598,-0.9923237546931265,1,0.6514976593538016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1298278553347778,0,1,1.0868556451511564
0,1,0,1.5322605130033284,1,0,1.114677177192503,2.0205143965222185,1,0.3328091104606466,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1.0999757849258132,3,3,-0.5028927167806445
0,0,0,0.6364125111626608,1,1,1.4171242312227377,1.2536502473872777,1,0.46975220043595456,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1.3874326120284095,2,4,-0.41032831535567293
1,0,0,-0.7888002190384014,1,1,0.572931355138347,-0.5084784478490982,1,-0.876854850987907,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7271407517736499,1,1,0.009917428657809164
0,1,0,-0.3408762181180675,1,1,0.35357415111641893,-0.23465826941128834,1,-1.7543050200889543,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2685584109113019,1,0,-0.31583386030979066
1,1,0,-0.21871512695797646,1,1,1.2127232002023045,0.209436456465614,1,0.3826834456985674,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.2329128912171454,2,4,-0.24703265911769476
1,0,0,-0.30015585439803716,1,1,0.8222009051632655,-0.036875966996609805,1,0.37930213483497954,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7647477333638928,2,2,-0.2669555436433467
1,0,0,-0.4223169455581282,1,1,0.32033821111309646,-0.2590336256647146,1,-1.6849881473854034,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4043192686736827,1,0,-0.2907493360990042
0,0,0,-1.2774445836787656,1,0,-1.4710789550659844,-0.996735583879267,1,-0.5657742515378247,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.4602040958221127,0,0,0.5135805489189564
0,0,0,-1.1552834925186746,1,1,0.31867641411292996,-0.888711946256617,1,-0.6579149725705936,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.054157996511708696,0,0,1.0432867378375092
1,1,0,-0.5851984004382496,1,0,1.1628692901973208,-0.19565769940580632,1,1.2313924724591179,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1.232821120039232,1,3,-0.059694547313243654
1,0,0,0.9621754209229036,1,1,1.5683477582378549,1.8261292025808682,1,-0.287661433007724,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1.6494032720076968,3,5,-0.4364469175739141
1,0,0,-0.6666391278783103,0,1,-0.8562140650045189,-0.7058416264910934,1,1.0919133993361192,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.7336860944754328,1,2,-0.39860129537992667
0,1,0,-0.0965540357978854,1,1,0.9750862291785486,0.23149560239631647,1,0.7225051874891464,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.9509367699612047,2,3,-0.31359993670898906
0,0,0,-0.9924020376385531,1,0,1.0266019361836989,-0.662495404737263,1,0.7901314047609034,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0758465202187917,0,2,0.556894667300945
1,1,0,0.7178532386027215,1,1,0.7740087921584478,0.921020385898215,1,1.1941980529596516,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.748261958963575,3,2,-0.46368487983452344
0,1,0,0.35136996512244845,1,1,0.05777428508684881,0.19803187801944086,1,-1.5920020986367374,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0.06121878140748953,2,3,-0.4800962845501904
0,0,0,-1.1960038562387048,0,1,-0.9742016520163136,-0.9586394388569438,1,-1.9487303947452557,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9607853456187582,0,2,0.35449670971452096
0,0,0,-1.1960038562387048,1,1,-0.49394231896830415,-0.9483819359991672,1,1.0014633337351442,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7047437592410736,0,1,0.7686879667422853
